Área Carrera Genérica,Área,tipos_institucion,n_tipos_institucion,1er año,2° año,3er año,4° año,5° año,10% inferior 1er año,25% inferior 1er año,Percentil 50 1er año,25% superior 1er año,10% superior 1er año,10% inferior 5° año,25% inferior 5° año,Percentil 50 5° año,25% superior 5° año,10% superior 5° año,Empleabilidad 1er año - 2020,Empleabilidad 1er año - 2021,Empleabilidad 1er año - 2022,Empleabilidad 1er año - 2023,Empleabilidad 1er año - 2024,Empleabilidad 2° año - 2020,Empleabilidad 2° año - 2021,Empleabilidad 2° año - 2022,Empleabilidad 2° año - 2023,Empleabilidad 2° año - 2024,Empleabilidad 1er año,Empleabilidad 2° año,Duración Formal,Duración Real,Retención 1er año,Retención 2° año,Titulados Mujeres,Titulados Hombres,Titulados Total,Matrícula 1er año Mujeres,Matrícula 1er año Hombres,Total Matrícula 1er año,Matrícula Total Mujeres,Matrícula Total Hombres,Matrícula Total,arancel_valor,titulacion_valor,puntaje_corte_paes,vacantes_total,vacantes_presencial,matricula_1er_total,matricula_1er_presencial,pct_matricula_distancia,prop_programas_acreditados,n_programas,n_instituciones,carrera_tipo,ingreso_4to_anio_valor,brecha_duracion,costo_total_carrera,anios_recuperar_inversion
Actuación y Teatro,Arte y Arquitectura,Institutos Profesionales / Universidades,2,801534.1131428571,936686.8740714286,910417.9584285713,1004221.3851428572,1002022.0287142858,537128.6655714286,604952.9922142857,750913.0218571429,931842.0264999999,1209181.434142857,574573.0185,677211.1768571428,818959.9042142858,1273733.5942142857,1679002.571,0.17,0.29,0.28,0.25,0.27,0.19000000000000003,0.31,0.38000000000000006,0.3,0.34,0.25585714285714284,0.32057142857142856,8.557928571428572,11.015642857142858,0.7911428571428571,0.7011428571428571,185.0,95.0,280.0,302.0,118.0,420.0,1203.0,546.0,1749.0,5323871.451376147,234736.9486238532,664.5180245398774,337,337,311,311,0.0,1.0,12,10,Actuación y Teatro,1004221.3851428572,2.4577142857142853,23015392.75079627,1.9
Administración Gastronómica,Administración y Comercio,Institutos Profesionales,1,732455.71,768802.32,854799.87,941593.06,954519.32,541527.02,590569.48,681815.69,819401.63,1025328.39,563981.02,647793.39,806389.43,1140025.35,1542821.45,0.2,0.47,0.51,0.5,0.48,0.31,0.48,0.6,0.53,0.57,0.5,0.56,8.0,10.42,0.85,0.73,609.0,464.0,1073.0,978.0,775.0,1753.0,4425.0,3715.0,8140.0,4325750.139806813,41705.02669039146,645.8780555555555,2069,2039,1850,1850,0.0,1.0,29,8,Administración Gastronómica,941593.06,2.42,17344705.58591764,1.5
Administración Pública,Ciencias Sociales,Institutos Profesionales / Universidades,2,1538677.1324913045,1685514.301252174,1815206.9399652171,1911860.4968869565,2001730.7310043476,776760.8394956522,1003507.2571652174,1371988.3248608697,1862612.7123695652,2479683.095121739,1109448.1013956522,1506735.2061913041,1954716.3463478263,2405693.1645391304,2849828.353378261,0.7909260869565218,0.8422999999999999,0.8744086956521739,0.8415652173913043,0.8322999999999999,0.8872521739130435,0.8872521739130435,0.9257826086956522,0.9322043478260869,0.9029391304347827,0.8515652173913043,0.9193608695652172,9.379299999999999,10.487830434782609,0.8013739130434782,0.7163260869565217,1353.0,947.0,2300.0,2219.0,1541.0,3760.0,8532.0,6358.0,14891.0,3806560.951457038,211572.11371638326,632.3961579627238,5084,2235,3372,1913,0.48093490149074836,1.0,115,41,Administración Pública,1911860.4968869565,1.10853043478261,18063010.679716878,0.8
Administración Turística y Hotelera,Administración y Comercio,Institutos Profesionales / Universidades,2,790013.1376334107,861578.119350348,941072.6715081206,1018648.8851044084,1084747.8345243619,555439.6922505801,617256.3515545243,756712.5040603249,930944.3396751741,1126787.6940835265,582793.2913457076,693301.3953596288,951605.3285614848,1259006.4216937355,1737242.4549187936,0.19104408352668212,0.3182830626450116,0.5138051044083527,0.45895591647331785,0.46895591647331786,0.3548491879350348,0.43,0.5727610208816705,0.5755220417633411,0.5655220417633411,0.4772389791183294,0.5727610208816705,8.16013921113689,10.383039443155452,0.8144779582366588,0.7117169373549884,886.0,407.0,1293.0,1062.0,437.0,1499.0,3872.0,2033.0,5905.0,4468274.351585015,152352.07708933717,577.345780104712,2080,2000,1392,1342,0.0389048991354467,1.0,40,10,Administración Turística y Hotelera,1018648.8851044084,2.222900232018562,18383222.448332407,1.5
Administración de Empresas e Ing. Asociadas,Administración y Comercio,Institutos Profesionales / Universidades,2,1347499.3251521073,1422664.469084566,1506103.0758331008,1594183.9690706113,1652119.4088752442,639650.0460061402,817961.4058665922,1127585.0922802119,1653730.5271057773,2380204.2789366455,733289.0146748534,988502.5687440692,1415551.902224393,2006450.7290454926,2760405.214845102,0.7580128384035725,0.8026709461345242,0.8126709461345242,0.7953418922690483,0.7890064192017863,0.7990064192017863,0.8326709461345242,0.8526709461345241,0.8326709461345242,0.8226709461345242,0.7990064192017863,0.8326709461345242,8.081987161596428,10.864272955623779,0.7246581077309516,0.5966452693273794,4667.0,2499.0,7166.0,4818.0,3051.0,7869.0,21803.0,12942.0,34746.0,3076145.6995888934,122343.18513276722,616.0858329008822,11602,5951,7582,4604,0.3946960506806847,1.0,278,38,Administración de Empresas e Ing. Asociadas,1594183.9690706113,2.7822857940273504,12553028.210771518,0.7
Agronomía,Agropecuaria,Universidades,1,1236431.79,1430559.19,1560013.14,1729269.94,1933592.52,589904.74,742928.8,1063960.47,1524050.89,2136224.13,712799.23,1120534.05,1672313.2,2331721.35,3344150.25,0.64,0.73,0.72,0.68,0.66,0.76,0.79,0.81,0.76,0.73,0.68,0.76,10.0,14.22,0.81,0.73,373.0,565.0,938.0,610.0,803.0,1413.0,2907.0,4110.0,7017.0,6569516.692946058,136231.23759028738,634.79985323219,1642,1592,1387,1387,0.009374519747963772,1.0,30,22,Agronomía,1729269.94,4.220000000000001,32983814.702320576,1.6
Animación Digital,Arte y Arquitectura,Institutos Profesionales,1,852936.46,912238.09,981700.87,1017908.43,1099595.91,573400.85,657952.33,799039.06,892752.31,1207800.75,640352.73,709004.71,912775.85,1137899.22,1848049.13,0.4000000000000001,0.48,0.36,0.34,0.34,0.39,0.44,0.6,0.47,0.3499999999999999,0.34,0.46,8.0,10.13,0.85,0.69,123.0,84.0,207.0,281.0,222.0,503.0,1003.0,943.0,1946.0,5017254.3908355795,69930.91482479784,651.1359263271939,1100,1100,997,997,0.0,1.0,13,7,Animación Digital,1017908.43,2.130000000000001,20138948.478167117,1.6
Antropología,Ciencias Sociales,Universidades,1,1324790.38,1433147.68,1540997.44,1623765.13,1679149.65,604930.23,713742.05,1073030.3,1731588.73,2557539.97,743070.08,1143820.1,1504462.53,2416613.24,3368936.99,0.47000000000000003,0.58,0.58,0.69,0.59,0.56,0.69,0.83,0.81,0.71,0.61,0.77,9.87,14.59,0.86,0.8,173.0,101.0,274.0,254.0,144.0,398.0,1439.0,829.0,2268.0,5798546.726432532,159733.67329020333,704.5074580067189,476,476,398,398,0.0,1.0,10,10,Antropología,1623765.13,4.720000000000001,28775561.76823475,1.5
Arquitectura,Arte y Arquitectura,Universidades,1,1083856.17,1230510.74,1373124.53,1493344.75,1606588.1800000002,575695.56,694888.94,916845.5500000002,1207395.45,1602235.1800000002,790948.89,1090984.38,1446963.1800000002,1848924.51,2422022.67,0.6,0.61,0.65,0.62,0.57,0.72,0.75,0.77,0.73,0.73,0.62,0.74,11.22,14.73,0.82,0.75,916.0,800.0,1716.0,2023.0,1449.0,3472.0,9721.0,7982.0,17704.0,6649873.443568492,179477.92204029378,678.7499819281295,3563,3563,3295,3295,0.0,1.0,46,33,Arquitectura,1493344.75,3.51,37485267.940459535,2.1
Artes y Licenciatura en Artes,Arte y Arquitectura,Universidades,1,1025271.26,1061003.8,1001528.01,1036736.8199999998,1153070.9,533056.51,590836.57,734556.23,957776.9099999999,1467540.96,582603.62,684970.4,977491.0799999998,1318498.38,1677752.78,0.28,0.21,0.29,0.38,0.26,0.4,0.4,0.44999999999999996,0.37,0.48000000000000004,0.32,0.44,8.38,10.86,0.83,0.75,435.0,141.0,576.0,645.0,228.0,873.0,2608.0,834.0,3443.0,5694699.333770492,147948.2075409836,644.4856271043772,1056,946,732,732,0.0,1.0,24,16,Artes y Licenciatura en Artes,1036736.8199999998,2.4799999999999986,24008738.416039348,1.9
Bibliotecología,Humanidades,Universidades,1,1057930.61,1082028.67,1268969.31,1339844.39,1627929.63,664127.69,831142.63,1086375.3,1453966.71,1813505.7,797177.78,1149661.02,1335758.18,2093191.4800000002,2184394.56,,,,,,,,,,,0.75,0.81,10.0,13.13,0.75,0.74,45.0,21.0,66.0,60.0,12.0,72.0,338.0,105.0,443.0,3618241.1764705884,289158.1447963801,,155,60,72,49,0.4117647058823529,1.0,6,4,Bibliotecología,1339844.39,3.130000000000001,18380364.02714932,1.1
Biología,Ciencias Básicas,Universidades,1,1076664.17,1257554.52,1354407.45,1400217.91,1307996.33,607515.42,676380.54,916402.89,1188765.21,1300006.17,773496.55,1030214.0100000001,1331464.95,1735985.0,2107154.49,0.44,0.61,0.56,0.65,0.48000000000000004,0.66,0.57,0.69,0.66,0.66,0.55,0.67,9.96,13.7,0.8200000000000001,0.66,109.0,74.0,183.0,172.0,151.0,323.0,766.0,575.0,1341.0,6169269.381058911,61739.44817300522,738.8310589112602,325,325,323,323,0.0,1.0,7,6,Biología,1400217.91,3.7399999999999984,30784700.965846382,1.8
Biología Marina y Ecología Marina,Ciencias Básicas,Universidades,1,1036297.5500000002,1167847.24,1269657.45,1320335.86,1400644.3,649866.07,733182.1,901399.91,1111320.69,1528018.61,691031.6,882345.65,1429893.59,1977413.93,2218121.5,,,,,,,,,,,0.6,0.73,9.96,13.449999999999998,0.81,0.7100000000000001,135.0,87.0,222.0,317.0,231.0,548.0,1173.0,927.0,2100.0,5990963.198095238,201698.32333333333,661.7314860225599,538,538,548,548,0.0,1.0,12,12,Biología Marina y Ecología Marina,1320335.86,3.4899999999999967,30036695.04984762,1.9
Bioquímica,Ciencias Básicas,Universidades,1,1059558.64,1308473.52,1376985.02,1458953.05,1568532.7,598508.53,729943.64,932599.3399999999,1144413.45,1471132.27,650436.25,928650.04,1363713.48,1824546.01,2645706.49,0.58,0.8399999999999999,0.8200000000000001,0.63,0.56,0.72,0.8,0.81,0.7,0.65,0.64,0.71,10.54,14.11,0.79,0.7,181.0,133.0,315.0,395.0,228.0,623.0,1728.0,1215.0,2943.0,6554082.307973665,133787.05193855157,737.5600036818852,579,579,623,623,0.0,1.0,12,12,Bioquímica,1458953.05,3.5700000000000003,34673800.814959764,2.0
Ciencias Políticas,Ciencias Sociales,Universidades,1,1111607.35,1220455.39,1397194.45,1564680.25,1702525.5400000003,584762.32,757669.0,998283.1999999998,1418062.51,1909686.09,825935.2400000001,1157833.05,1502836.6,2123257.22,2840612.34,0.52,0.53,0.65,0.57,0.54,0.71,0.72,0.75,0.76,0.76,0.58,0.76,9.22,11.37,0.81,0.7700000000000001,193.0,140.0,333.0,273.0,167.0,440.0,937.0,781.0,1718.0,6523265.650066401,233986.24103585657,695.09,525,500,427,427,0.0,1.0,12,10,Ciencias Políticas,1564680.25,2.1499999999999986,30306240.887841966,1.6
Comunicación Audiovisual y/o Multimedia,Arte y Arquitectura,Institutos Profesionales / Universidades,2,868284.6731072555,941743.6226025235,1045751.6717350158,1098241.3446056782,1156996.3079968453,566430.3965457412,652438.7045425867,769395.337082019,953855.9599526814,1266572.2279022082,615985.0944164037,781694.235236593,1042334.2173501577,1411532.9392586749,1917922.2197634068,0.36506309148264987,0.46809148264984224,0.5234858044164038,0.5103312302839117,0.38269716088328076,0.4831545741324921,0.5796687697160884,0.5753943217665615,0.5861829652996845,0.5430283911671924,0.4699999999999999,0.5673028391167192,8.296687697160884,9.969889589905364,0.8226971608832806,0.7353943217665615,282.0,352.0,634.0,403.0,506.0,909.0,1455.0,2309.0,3764.0,4080241.253644315,62817.857871720116,597.1796036585365,1152,1130,832,832,0.0,1.0,16,7,Comunicación Audiovisual y/o Multimedia,1098241.3446056782,1.6732018927444798,16989061.563151263,1.3
Construcción Civil,Tecnología,Institutos Profesionales / Universidades,2,1274779.9424372385,1417392.5302510462,1525877.4803661087,1645077.4314121339,1754942.6660983262,622348.3475627615,778495.6498221757,1050906.725585774,1430240.6964539748,1999943.0254707113,763909.665041841,1113100.9880543933,1554441.7907112972,2155663.239131799,2877270.181265691,0.722071129707113,0.7810355648535564,0.782071129707113,0.7642782426778243,0.7254497907949791,0.7810355648535564,0.8176569037656904,0.8144142259414227,0.7876569037656904,0.7864853556485357,0.7598640167364016,0.7954497907949791,8.307960251046024,12.018263598326358,0.7153138075313807,0.5941422594142259,433.0,1479.0,1912.0,528.0,1922.0,2450.0,2330.0,9077.0,11407.0,3523645.273631841,83331.53179556761,701.2620127795527,2997,2768,2418,2418,0.01103573043871553,1.0,136,16,Construcción Civil,1645077.4314121339,3.710303347280334,14720483.96785533,0.7
Contador Auditor,Administración y Comercio,Institutos Profesionales / Universidades,2,1221627.097067205,1339883.660852529,1465436.606062693,1600064.7165020187,1722357.9380384707,637717.2627879365,786930.5514295892,992517.6245357398,1376815.5868677273,1986252.216665875,795090.5032011397,1074258.1038708144,1504800.4656019947,2035740.6960769414,2801109.031213488,0.8050320588933746,0.8250961766801236,0.8550961766801235,0.86,0.8250320588933745,0.8401282355734979,0.8750961766801234,0.890128235573498,0.8750961766801234,0.8750961766801234,0.8450320588933744,0.8801282355734981,8.683013535977205,10.93048207076704,0.7952885300403705,0.6903847067204939,2672.0,1539.0,4211.0,3233.0,2511.0,5744.0,14328.0,10242.0,24570.0,3707987.462730885,155471.3539146762,643.6327597609056,7762,4936,5655,4510,0.21597310161128336,1.0,198,52,Contador Auditor,1600064.7165020187,2.247468534789835,16253724.0189777,0.8
Derecho,Derecho,Universidades,1,1662615.29,1852955.79,2050180.72,2204825.64,2426581.79,688623.34,993914.88,1461805.71,2046455.9399999997,2815678.33,936691.6000000001,1458122.27,2057320.86,2951162.75,4261475.04,0.7,0.75,0.78,0.75,0.73,0.77,0.81,0.81,0.83,0.82,0.75,0.82,10.45,16.19,0.83,0.76,2690.0,2233.0,4923.0,5926.0,4276.0,10202.0,28372.0,21435.0,49807.0,6361236.793568286,189499.6056854456,674.8414651896376,10873,10873,10127,10127,0.0,1.0,115,49,Derecho,2204825.64,5.740000000000002,33426961.852079738,1.3
Diseño,Arte y Arquitectura,Universidades,1,1035131.16,1193890.12,1298862.83,1450392.86,1525896.26,557568.12,664108.35,808120.5,1073436.3,1498186.86,705677.46,955927.15,1309591.37,1873735.0399999998,2609167.8,0.48,0.61,0.68,0.61,0.5,0.69,0.7,0.75,0.72,0.7,0.6,0.72,9.86,12.11,0.8900000000000001,0.8199999999999998,578.0,118.0,696.0,1124.0,261.0,1385.0,5196.0,1397.0,6594.0,7424065.771428571,143783.19935064935,688.3635872073855,1251,1251,1302,1302,0.0,1.0,17,15,Diseño,1450392.86,2.25,36744427.4524935,2.1
Diseño Gráfico,Arte y Arquitectura,Institutos Profesionales / Universidades,2,823461.726932966,890493.1102938475,964062.2529017447,1060569.896795225,1118807.3178787879,538653.3896969697,605079.7845821854,728902.4836271809,903786.7810743802,1189501.6643618,566538.5518181818,713265.9940679523,925445.1297153352,1258744.1738292011,1817630.566822773,0.42065197428833795,0.4763911845730027,0.4778696051423324,0.43721763085399457,0.38704315886134066,0.500651974288338,0.5999999999999999,0.6063911845730027,0.5036088154269972,0.5236088154269973,0.4321303948576676,0.5378696051423324,8.257777777777779,10.47038567493113,0.800651974288338,0.6870431588613407,646.0,443.0,1089.0,1165.0,772.0,1937.0,4945.0,3410.0,8356.0,3762078.9487516424,90034.82260183968,605.374634304207,2573,2002,1937,1796,0.048620236530880434,1.0,65,14,Diseño Gráfico,1060569.896795225,2.212607897153351,15623240.79322529,1.2
Diseño Industrial,Tecnología,Institutos Profesionales / Universidades,2,862165.2605759163,927146.7245549738,1016720.7047120419,1135901.12947644,1233846.9417277486,550008.5917277487,603875.9292146596,779019.4067015707,881688.8658638743,1157329.590052356,652177.1948691099,816588.1260209423,995008.1895811517,1202941.1789528795,2009540.6076439791,0.34858638743455495,0.4943455497382199,0.6215183246073298,0.49287958115183245,0.4986910994764398,0.5257591623036649,0.6299476439790576,0.6243455497382199,0.6557068062827226,0.5957068062827224,0.5343455497382199,0.6242931937172775,8.364921465968585,11.248795811518324,0.8371204188481675,0.7342931937172775,96.0,95.0,191.0,212.0,121.0,333.0,734.0,577.0,1311.0,4744585.664335664,224840.03496503495,607.5852097902098,371,371,151,151,0.0,1.0,8,4,Diseño Industrial,1135901.12947644,2.8838743455497386,20068883.270329144,1.5
Diseño de Ambientes e Interiores,Arte y Arquitectura,Institutos Profesionales,1,796957.72,835788.04,955140.7799999999,974895.04,1104677.44,549213.04,605914.12,730246.21,869103.11,1062460.08,575993.6,705619.17,966879.8900000001,1169643.16,1898691.59,0.32,0.33,0.48999999999999994,0.34,0.48999999999999994,0.51,0.46,0.56,0.57,0.44,0.45000000000000007,0.52,8.0,9.74,0.84,0.76,128.0,15.0,143.0,274.0,50.0,324.0,817.0,129.0,946.0,3314880.239520958,22355.289421157686,,420,420,350,350,0.0,1.0,5,2,Diseño de Ambientes e Interiores,974895.04,1.7400000000000002,13281876.24750499,1.1
Diseño de Vestuario,Arte y Arquitectura,Institutos Profesionales,1,814957.66,877750.02,964362.39,1005739.32,1088023.56,569959.79,621283.43,708901.36,900794.34,1133371.96,659942.41,743983.63,920683.25,1156408.53,1733643.48,0.23,0.29,0.42,0.32,0.38,0.4,0.47,0.53,0.51,0.44,0.37,0.48,7.989999999999999,10.17,0.76,0.67,193.0,25.0,218.0,294.0,105.0,399.0,1278.0,295.0,1573.0,3988515.3717160425,100307.47568474007,627.677619047619,536,536,580,580,0.0,1.0,19,6,Diseño de Vestuario,1005739.32,2.1800000000000006,16034426.385690328,1.3
Enfermería,Salud,Universidades,1,1322775.46,1559232.06,1740235.49,1832131.34,1864806.68,613838.12,766470.82,1064107.82,1402427.98,1764500.51,1017889.23,1418583.95,1826429.89,2255476.76,2648020.81,0.93,0.98,0.92,0.77,0.65,0.95,0.98,0.96,0.9,0.83,0.79,0.88,9.99,12.06,0.88,0.83,4713.0,929.0,5642.0,6182.0,1406.0,7588.0,30333.0,7069.0,37402.0,6137866.800405158,175382.3478606039,631.3341809423366,7671,7671,7494,7494,0.0,1.0,86,41,Enfermería,1832131.34,2.0700000000000003,30834027.01588437,1.4
Fonoaudiología,Salud,Institutos Profesionales / Universidades,2,843747.5279354404,965206.0630127772,1047716.4429051782,1101386.4411365166,1130415.8352454607,542473.5108540686,606361.3687357096,719498.8377605918,934549.7708675185,1210325.2083254876,653502.9737525219,810121.7191459313,1073025.8543443172,1371119.1077874915,1695744.7627774042,0.28,0.62,0.46,0.41,0.36,0.5,0.67,0.68,0.6,0.59,0.42179556153328845,0.6005985205110961,10.0,12.20925353059852,0.7804236718224613,0.7186281102891727,1353.0,134.0,1487.0,1464.0,176.0,1640.0,7252.0,859.0,8111.0,5522625.530670471,184728.1356503696,570.0139077627178,2064,1917,1614,1614,0.03786798080663989,1.0,45,24,Fonoaudiología,1101386.4411365166,2.20925353059852,27797855.789002724,2.1
Geografía,Ciencias Sociales,Universidades,1,994743.92,1198825.15,1364132.43,1401672.73,1600847.19,606090.82,703272.14,878373.66,1208154.7,1507998.45,813949.1200000001,1154180.9,1547098.07,1937806.77,2297371.16,0.57,0.7,0.66,0.65,0.6299999999999999,0.72,0.81,0.82,0.85,0.81,0.65,0.83,10.0,14.0,0.85,0.75,109.0,125.0,234.0,66.0,109.0,175.0,398.0,682.0,1080.0,5302654.074317968,115804.60959548448,677.7934948096886,235,235,175,175,0.0,1.0,7,7,Geografía,1401672.73,4.0,26629074.98118533,1.6
Geología,Ciencias Básicas,Universidades,1,1713545.58,2015164.29,2539495.83,2919331.04,3182406.33,632905.4,900437.75,1330298.65,1909101.27,3259217.57,1185781.14,1714756.21,2592260.9,3952188.07,5965510.86,0.62,0.64,0.76,0.66,0.67,0.75,0.77,0.83,0.84,0.8,0.69,0.82,10.65,16.17,0.82,0.75,222.0,316.0,538.0,310.0,506.0,816.0,1576.0,2456.0,4032.0,6072042.350661335,176133.88957243925,663.763589663761,1103,1103,750,750,0.0,1.0,18,12,Geología,2919331.04,5.520000000000001,32509759.406844046,0.9
Ingeniería Agrícola,Agropecuaria,Institutos Profesionales,1,953106.42,1028594.17,1091446.62,1175683.83,1244042.03,565017.72,658281.67,830190.93,1092359.22,1528846.57,624185.56,802823.44,1038667.28,1469401.27,1955949.52,0.5,0.6,0.65,0.59,0.56,0.64,0.66,0.7100000000000001,0.68,0.67,0.6,0.68,8.0,10.32,0.81,0.72,427.0,436.0,863.0,404.0,503.0,907.0,1874.0,2448.0,4322.0,3156098.2598331347,231092.25268176402,,1190,1190,907,907,0.0,1.0,36,6,Ingeniería Agrícola,1175683.83,2.3200000000000003,12855485.292014303,0.9
Ingeniería Civil Ambiental,Tecnología,Universidades,1,1348585.85,1625527.54,1816671.71,2119847.63,2290469.62,768423.76,994258.2,1349105.34,1629893.81,1896718.69,1232924.52,1827088.43,2187968.37,2694262.21,3341858.88,,,,,,,,,,,0.84,0.9,11.39,14.99,0.74,0.56,78.0,62.0,140.0,144.0,115.0,259.0,662.0,520.0,1182.0,5877727.368421053,337256.95263157896,722.4013138686132,293,285,259,257,0.0026315789473684292,1.0,12,10,Ingeniería Civil Ambiental,2119847.63,3.5999999999999996,33810914.315789476,1.3
Ingeniería Civil Bioquímica,Tecnología,Universidades,1,1042160.34,1246114.97,1378307.49,1568814.71,1917913.2,597438.98,765098.66,924938.41,1169286.57,1434029.45,748155.89,1124404.49,1383270.77,1968086.15,2125524.32,,,,,,,,,,,0.83,0.83,12.0,14.49,0.84,0.65,22.0,17.0,39.0,47.0,23.0,70.0,189.0,134.0,323.0,6775000.0,89800.0,710.81,60,60,70,70,0.0,1.0,1,1,Ingeniería Civil Bioquímica,1568814.71,2.49,40739800.0,2.2
Ingeniería Civil Electrónica,Tecnología,Universidades,1,1680291.11,2161930.64,2413130.19,2647455.7,2790309.67,673936.2,917365.84,1259264.92,1763207.43,2144620.0,1024660.1000000001,1713489.85,2247305.08,2746736.81,4634445.54,0.69,0.85,0.92,0.83,0.79,0.87,0.84,0.91,0.93,0.94,0.84,0.93,11.81,15.67,0.78,0.66,20.0,243.0,263.0,64.0,454.0,518.0,260.0,2189.0,2449.0,6154979.23583461,194627.56508422663,683.7121575061526,507,507,461,461,0.0,1.0,11,11,Ingeniería Civil Electrónica,2647455.7,3.8599999999999994,36539779.9526876,1.2
Ingeniería Civil Eléctrica,Tecnología,Universidades,1,1907850.4,2289295.92,2661877.88,2912848.8,3261044.05,841265.18,1255669.33,1643102.27,2159486.75,2973978.89,1396015.33,2019442.14,2870420.09,4038082.83,6017549.62,0.9200000000000002,0.9200000000000002,0.93,0.94,0.8900000000000001,0.91,0.94,0.95,0.9600000000000001,0.95,0.9200000000000002,0.95,11.62,15.43,0.78,0.63,72.0,507.0,579.0,124.0,860.0,984.0,522.0,4386.0,4908.0,6097989.953632148,263602.24111282843,696.0750578380535,931,931,851,851,0.0,1.0,16,12,Ingeniería Civil Eléctrica,2912848.8,3.8100000000000005,35692923.871715605,1.0
Ingeniería Civil Industrial,Tecnología,Universidades,1,2100771.45,2267041.23,2508602.98,2840993.38,3126885.36,794034.5999999999,1147275.66,1660910.94,2557238.94,4201143.9,1205626.13,1737475.37,2466537.6,3428887.1499999994,4921345.36,0.81,0.88,0.91,0.89,0.89,0.9000000000000001,0.92,0.94,0.93,0.93,0.89,0.93,11.12,14.069999999999999,0.8499999999999999,0.76,1897.0,4594.0,6491.0,2023.0,3611.0,5634.0,10564.0,24340.0,34904.0,6362123.27360123,171664.94054989427,703.6682838615909,9375,5921,5376,5101,0.2681407421649683,1.0,102,43,Ingeniería Civil Industrial,2840993.38,2.9499999999999993,35545070.341772735,1.0
Ingeniería Civil Mecánica,Tecnología,Universidades,1,1672484.1499999997,2159899.97,2495391.43,2841820.2099999995,3141787.4,782909.6999999998,1074861.17,1444371.93,1875179.51,2770495.76,1225842.83,1784576.46,2512975.36,3493253.75,6390293.95,0.79,0.85,0.92,0.89,0.81,0.88,0.91,0.93,0.94,0.91,0.87,0.93,11.74,16.22,0.7600000000000001,0.61,68.0,700.0,768.0,146.0,810.0,956.0,583.0,3969.0,4552.0,5752742.650850954,290495.30685920577,681.5967976633033,971,971,664,664,0.0,1.0,16,12,Ingeniería Civil Mecánica,2841820.2099999995,4.479999999999999,34059094.66735431,1.0
Ingeniería Civil Metalúrgica,Tecnología,Universidades,1,1808252.48,2626059.6199999996,3011094.96,3508658.09,3724053.92,724266.2,977323.08,1336645.5700000003,1989131.55,2853205.48,1085342.42,1723186.1799999997,2803433.56,4576968.39,7882792.61,0.7,0.7799999999999999,0.8,0.83,0.79,0.86,0.8399999999999999,0.94,0.89,0.92,0.8,0.92,11.53,17.09,0.74,0.56,59.0,160.0,219.0,169.0,296.0,465.0,533.0,1176.0,1709.0,6184127.634660422,270610.0702576112,663.274581861013,360,360,386,386,0.0,1.0,8,7,Ingeniería Civil Metalúrgica,3508658.09,5.5600000000000005,35922105.88407494,0.9
Ingeniería Civil Química,Tecnología,Universidades,1,1535618.41,1945086.9299999997,2278799.17,2481355.55,2897831.0299999993,671985.68,927468.7,1318280.04,1752394.21,2527592.39,1202718.2,1706923.1799999997,2442337.31,3401392.09,5816633.48,0.69,0.7599999999999999,0.89,0.8,0.79,0.81,0.9,0.9100000000000001,0.92,0.9,0.8199999999999998,0.9100000000000001,11.71,15.64,0.8,0.67,177.0,213.0,390.0,295.0,301.0,596.0,1280.0,1613.0,2893.0,6057035.3994490355,240503.73966942148,706.8536470588234,541,533,509,506,0.0020661157024793875,1.0,12,9,Ingeniería Civil Química,2481355.55,3.9299999999999997,35704446.003443524,1.2
Ingeniería Civil en Biomédica,Tecnología,Universidades,1,1367867.49,1627914.8,1767432.16,1883450.8099999998,1997817.38,851568.75,1075968.48,1329017.35,1599075.46,1816198.3199999998,906736.1,1373090.85,1747392.02,2135977.84,2499422.3,0.7799999999999999,0.94,0.9599999999999999,0.9700000000000001,0.9099999999999999,0.92,0.9700000000000001,0.94,0.92,0.88,0.94,0.9099999999999999,12.0,13.859999999999998,0.7099999999999999,0.6,55.0,42.0,97.0,214.0,166.0,380.0,534.0,536.0,1070.0,6729652.255639098,409844.47180451127,726.7804511278194,313,313,308,308,0.0,1.0,6,6,Ingeniería Civil en Biomédica,1883450.8099999998,1.8599999999999977,40787758.0056391,1.8
Ingeniería Civil en Computación e Informática,Tecnología,Universidades,1,1737657.1899999997,2121327.96,2453084.04,2683432.45,2880940.73,787296.04,1075563.71,1464702.22,1951308.13,2622317.32,1294660.48,1911456.74,2601025.17,3625113.28,4680338.0,0.88,0.9199999999999999,0.93,0.89,0.85,0.94,0.94,0.95,0.94,0.93,0.88,0.94,11.08,14.12,0.84,0.7399999999999999,163.0,1374.0,1537.0,664.0,3559.0,4223.0,2381.0,15494.0,17875.0,6155052.46126099,196872.85977305178,692.0813048963179,4878,4610,4083,4083,0.020816111820846195,1.0,61,35,Ingeniería Civil en Computación e Informática,2683432.45,3.039999999999999,34295863.49515894,1.1
